Accession,Biosample,Kept,type,Nreads,NEWEVAL,X..contigs.....1000.bp.,X..contigs.....5000.bp.,X..contigs.....10000.bp.,X..contigs.....25000.bp.,X..contigs.....50000.bp.,Total.length.....0.bp.,Total.length.....1000.bp.,Total.length.....5000.bp.,Total.length.....10000.bp.,Total.length.....25000.bp.,Total.length.....50000.bp.,X..contigs,Largest.contig,N50.x,N75,L50,L75,X..N.s.per.100.kbp,X..predicted.genes.....0.bp.,X..predicted.genes.....300.bp.,X..predicted.genes.....1500.bp.,X..predicted.genes.....3000.bp.,X..total.reads,X..left,X..right,Mapped....,Properly.paired....,Avg..coverage.depth,Coverage....1x....,species,species_match,contig_count,N50.y,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,GC,contigs,Genes,TotalLength,geneshet,Min,Q1,Median,Mean,Q3,Max,NAs,MashMedianrounded,type2
GCF_015355915.1,SAMN16561430,Yes,NCBI,NA,NA,6,6,5,4,4,5908679,5908679,5908679,5903083,5893023,5893023,6,5447739,5447739,5447739,1,1,0,5190 + 1 part,4716 + 1 part,732 + 1 part,70 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5447739,5447739,5908679,no,-,ST11,4,2,6,6,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,-,-,-,qnrS1,-,-,-,-,sul2,-,-,dfrA14.v2*,LAP-2,-,CTX-M-14,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,TEM-206?-0%;aac(6')-Ib7*-28%;cmlA5*-21%,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,56.96,6,5129,5908679,NA,0.000215742,0.00607761,0.0112643,0.00976095110798906,0.0124,0.0197565,1,0.0113,BD
GCF_015355935.1,SAMN16561432,Yes,NCBI,NA,NA,6,6,5,4,4,5893299,5893299,5893299,5887703,5875733,5875733,6,5423925,5423925,5423925,1,1,0,5171 + 3 part,4703 + 3 part,728 + 1 part,69 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5423925,5423925,5893299,no,-,ST11,4,2,8,11,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40-1LV,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.64%,,-,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-14;SHV-12;SHV-12,-,KPC-2,-,238S;238S;240K;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,aac(6')-Ib7*-28%;cmlA5*-21%,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2*,3,2,iroN_1*-0%,56.95,6,5110,5893299,NA,0.000458924,0.00635099,0.0114419,0.00997234788282199,0.0125875,0.0200167,1,0.0114,BD
GCF_015355995.1,SAMN16561284,Yes,NCBI,NA,NA,6,6,5,4,4,5965960,5965960,5965960,5960364,5948394,5948394,6,5476867,5476867,5476867,1,1,0,5233 + 3 part,4760 + 3 part,737 + 1 part,70 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5476867,5476867,5965960,no,-,ST11,4,2,8,10,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_6-60%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,-,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-14;SHV-12,-,KPC-2,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,aac(6')-Ib7*-28%;aac(6')-Ib7*-28%;cmlA5*-21%;cmlA5*-21%,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,56.88,6,5155,5965960,NA,0.000215742,0.00611156,0.0113086,0.00979368547023086,0.0124,0.0198213,1,0.0113,BD
GCF_015356015.1,SAMN16561283,Yes,NCBI,NA,NA,5,5,5,4,4,5853213,5853213,5853213,5853213,5841243,5841243,5,5378038,5378038,5378038,1,1,0,5135 + 1 part,4688 + 1 part,733 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5378038,5378038,5853213,no,-,ST11,4,2,8,9,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,rmp 1; KpVP-1 (incomplete),40-1LV,rmpA2_3-47%,wzi64,KL64,none,Very high,99.90%,,O2v1,O2,none,Very high,98.65%,,-,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-14,-,KPC-2,SHV-11.v1;SHV-11.v1,35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,aac(6')-Ib7*-28%;cmlA5*-21%,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,3,2,iroN_1*-0%;rmpA_51*-0%;rmpA_17*-49%,56.94,5,5065,5853213,NA,0.000434439,0.00614558,0.0111321,0.00975438567626063,0.0123533,0.0194991,1,0.0111,BD
GCF_015356035.1,SAMN16561282,Yes,NCBI,NA,NA,6,6,5,4,4,5995772,5995772,5995772,5990176,5980116,5980116,6,5483634,5483634,5483634,1,1,0,5266 + 1 part,4789 + 0 part,738 + 0 part,75 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5483634,5483634,5995772,no,-,ST11,1,2,10,18,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,-,High,98.60%,O1/O2v1_05_wbbN,aac(3)-IId^;aadA2;rmtB;strA.v1^;strB.v1,-,fosA3,qnrS1,-,-,catII.2*;catII.2*,-,sul1;sul2,tet(A).v1,-,dfrA1.v1,LAP-2;TEM-1D.v1^,-,CTX-M-65;CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.99,6,5189,5995772,NA,0.000730741,0.00584167,0.0110882,0.00960806001245443,0.0121217,0.0192445,1,0.0111,BD
GCF_015356055.1,SAMN16561274,Yes,NCBI,NA,NA,6,6,5,4,4,5827883,5827883,5827883,5822287,5810317,5810317,6,5484841,5484841,5484841,1,1,0,5119 + 0 part,4650 + 0 part,726 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5484841,5484841,5827883,no,-,ST11,1,2,9,11,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,99.90%,,O2v1,O2,-,High,98.65%,O1/O2v1_06_wbbO,aadA2;aadA5;rmtB,-,fosA3,-,-,-,catII.2*,-,sul1,-,-,dfrA17,TEM-1D.v1^,-,CTX-M-14;CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.15,6,5059,5827883,NA,0.00121124,0.00600989,0.0113529,0.00983333606773997,0.0124467,0.0201478,1,0.0114,BD
GCF_015774955.1,SAMN16951199,Yes,NCBI,NA,NA,4,4,4,4,3,5552564,5552564,5552564,5552564,5552564,5502624,4,5362500,5362500,5362500,1,1,0,4891 + 0 part,4475 + 0 part,691 + 0 part,68 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5362500,5362500,5552564,no,-,ST11,0,2,9,21,-,0,-,0,-,0,-,0,-,0,-,wzi93,KL112,none,Very high,98.71%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;aadA2;aph3-Ia.v1;strA.v1^;strB.v1,-,-,qnrB2.v2^;qnrB2.v2^,-,mphA,catII.2*;floR.v1*,arr-3,sul1;sul1;sul1;sul1;sul2*,tet(A).v1,-,dfrA27,-,-,-,-,NDM-5,SHV-11.v1,35Q,OmpK35-17%,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.24,4,4851,5552564,NA,2.38274e-05,0.00480022,0.0105688,0.0091393124474028,0.0118017,0.0193079,1,0.0106,BD
GCF_015775135.1,SAMN16951198,Yes,NCBI,NA,NA,4,4,4,4,3,5552560,5552560,5552560,5552560,5552560,5502619,4,5362495,5362495,5362495,1,1,0,4892 + 0 part,4477 + 0 part,690 + 0 part,66 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5362495,5362495,5552560,no,-,ST11,0,2,9,20,-,0,-,0,-,0,-,0,-,0,-,wzi93,KL112,none,Very high,98.71%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;aadA2;aph3-Ia.v1;strA.v1^;strB.v1,-,-,qnrB2.v2^,-,mphA,catII.2*;floR.v1*,arr-3,sul1;sul1;sul1;sul1;sul2*,tet(A).v1,-,dfrA27,-,-,-,-,NDM-5,SHV-11.v1,35Q,OmpK35-17%,-,GyrA-83I;ParC-80I,qnrB20*-10%,-,ST11,3,3,1,1,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.24,4,4861,5552560,NA,2.38274e-05,0.00483188,0.0106116,0.00916477778382442,0.0118471,0.0193079,1,0.0106,BD
GCF_015992265.1,SAMN16872510,Yes,NCBI,NA,NA,3,3,3,3,3,5719242,5719242,5719242,5719242,5719242,5719242,3,5485348,5485348,5485348,1,1,0,5076 + 1 part,4613 + 1 part,698 + 0 part,66 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5485348,5485348,5719242,no,-,ST11,1,2,6,8,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.40%,,OL101,OL101,-,High,94.99%,OL101_09_glycosylhydrolase,aac(3)-IId^;rmtB;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,-,TEM-1D.v1^,-,CTX-M-14,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,TEM-105*?-0%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.21,3,5025,5719242,NA,2.38274e-05,0.00541137,0.0109571,0.00938587615489824,0.0120298,0.0202137,1,11,BD
GCF_015992305.1,SAMN16872506,Yes,NCBI,NA,NA,4,4,4,4,4,5977016,5977016,5977016,5977016,5977016,5977016,4,5536327,5536327,5536327,1,1,0,5267 + 0 part,4780 + 0 part,734 + 0 part,69 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5536327,5536327,5977016,no,-,ST11,1,2,9,22,ybt 9; ICEKp3,503-4LV,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.40%,,OL101,OL101,-,High,94.99%,OL101_09_glycosylhydrolase,aac(3)-IIa.v1^;aac(3)-IId^;aac(6')-Ib-cr.v2;rmtB;strA.v1^;strA.v1^;strB.v1;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1,-,sul2;sul2,tet(A).v1;tet(A).v1*,-,dfrA14.v2*,OXA-1;TEM-1D.v1^;TEM-1D.v1^,-,CTX-M-14;CTX-M-15;CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,TEM-105*?-0%,ST11,3,3,1,1,1,1,4,140*,11,6,5*,1,60*,65,9,5,5*,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,4,5203,5977016,NA,4.76906e-05,0.0055427,0.0109571,0.00949596053049818,0.0121217,0.0200822,1,11,BD
GCF_015992325.1,SAMN16872505,Yes,NCBI,NA,NA,3,3,3,3,3,5734811,5734811,5734811,5734811,5734811,5734811,3,5490072,5490072,5490072,1,1,0,5094 + 1 part,4627 + 1 part,700 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5490072,5490072,5734811,no,-,ST11,1,2,7,10,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,-,High,99.40%,KL47_07_wcaJ,OL101,OL101,-,High,94.97%,OL101_09_glycosylhydrolase,aac(3)-IId^;rmtB;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,tet(A).v1*,-,-,TEM-1D.v1^,-,CTX-M-14;CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,TEM-105*?-0%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.21,3,5036,5734811,NA,2.38274e-05,0.00544411,0.0110007,0.00941401001622874,0.012041275,0.0201478,1,11,BD
GCF_015992385.1,SAMN16872512,Yes,NCBI,NA,NA,3,3,3,3,3,5702657,5702657,5702657,5702657,5702657,5702657,3,5464919,5464919,5464919,1,1,0,5044 + 0 part,4596 + 0 part,700 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5464919,5464919,5702657,no,-,ST11,1,2,8,11,ybt 9; ICEKp3,503-2LV,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.40%,,OL101,OL101,-,High,94.99%,OL101_09_glycosylhydrolase,aac(3)-IId^;rmtB;strA.v1^;strB.v1,-,-,-,-,erm(42)*,-,-,sul2,-,-,-,TEM-1D.v1^,TEM-30*,CTX-M-14;CTX-M-90,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60*,65,9,5,5,11*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.22,3,4997,5702657,NA,7.15897e-05,0.00524853,0.0107405,0.00919359188133354,0.0118017,0.0200822,1,0.0107,BD
GCF_015992405.1,SAMN16872511,Yes,NCBI,NA,NA,3,3,2,2,2,5618558,5618558,5618558,5611988,5611988,5611988,3,5472594,5472594,5472594,1,1,0,4942 + 0 part,4518 + 0 part,697 + 0 part,66 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5472594,5472594,5618558,no,-,ST11,1,2,7,7,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.41%,,OL101,OL101,-,High,94.98%,"OL101_05_wbbL,OL101_09_glycosylhydrolase",strA.v1^;strB.v1,-,-,-,-,erm(42)*,-,-,sul2,-,-,-,TEM-1D.v1^,-,CTX-M-14,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.24,3,4902,5618558,NA,0.000191626,0.00518381,0.0106116,0.00911822064375759,0.0117112,0.0202797,1,0.0106,BD
GCF_015992425.1,SAMN16872509,Yes,NCBI,NA,NA,6,6,5,5,4,5988606,5988606,5988606,5981458,5981458,5937497,6,5522477,5522477,5522477,1,1,0,5227 + 1 part,4767 + 1 part,735 + 0 part,80 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5522477,5522477,5988606,no,-,ST11,1,2,10,17,ybt 15; ICEKp11,231-1LV,-,0,-,0,-,0,-,0,-,wzi64,unknown (best match = KL64),-,None,99.95%,"KL64_05_wzb,KL64_06_wzc,KL64_07_wzx,KL64_09,KL64_10_wzy,KL64_15_wbaZ",O2v1,O2,none,Very high,98.61%,,aac(6')-Ib-cr.v2;aadA16*;strA.v1^;strB.v1,-,-,qnrB4,-,erm(42)*,catA1*,arr-3,sul1;sul2,-,-,dfrA27,DHA-1;TEM-1D.v1^,-,CTX-M-14;CTX-M-14,-,OXA-48;OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,6,15,22,4,1,37,34*,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.54,6,5203,5988606,NA,2.38274e-05,0.00628226,0.0118471,0.0103505545289642,0.012872,0.0206126,1,0.0118,BD
GCF_016067835.1,SAMN16872508,Yes,NCBI,NA,NA,4,3,3,3,3,5637551,5637551,5633972,5633972,5633972,5633972,4,5383441,5383441,5383441,1,1,0,4941 + 1 part,4529 + 1 part,707 + 0 part,66 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5383441,5383441,5637551,no,-,ST11,1,2,10,14,ybt 15; ICEKp11,231,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,100.00%,,O2v1,O2,none,Very high,98.62%,,aac(3)-IId^;aadA2^;rmtB;strA.v1^;strB.v1,-,-,-,-,erm(42)*,-,-,sul2,tet(G).v1,-,dfrA12,TEM-1D.v1^,TEM-30*,CTX-M-14;CTX-M-14,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,floR.v2*?;sul1?-63%,ST11,3,3,1,1,1,1,4,6,15,22,4,1,37,34,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.02,4,4914,5637551,NA,2.38274e-05,0.00590877,0.0112643,0.0097959537046932,0.0123068,0.0202797,1,0.0113,BD
GCF_016403065.1,SAMN17074909,Yes,NCBI,NA,NA,5,5,4,4,4,5886986,5886986,5886986,5881390,5881390,5881390,5,5467027,5467027,5467027,1,1,0,5182 + 0 part,4719 + 0 part,727 + 0 part,68 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5467027,5467027,5886986,no,-,ST11,4,2,9,12,ybt 9; ICEKp3 (truncated),503-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_3-47%,wzi21,KL21,*,Very high,98.56%,,O2v1,O2,none,Very high,98.36%,,aadA2;rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12^,-,KPC-2,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305*-43%,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-,-,56.99,5,5113,5886986,NA,7.15897e-05,0.00611156,0.0112201,0.00973437411743621,0.0123533,0.0198862,1,0.0112,BD
GCF_016403085.1,SAMN17074911,Yes,NCBI,NA,NA,6,5,5,4,4,5871488,5871488,5866514,5866514,5854544,5854544,6,5402209,5402209,5402209,1,1,0,5151 + 1 part,4700 + 1 part,730 + 1 part,68 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5402209,5402209,5871488,no,-,ST11,4,2,10,13,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,aadA2;rmtB,-,fosA3,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,56.95,6,5091,5871488,NA,4.76906e-05,0.00607761,0.0112643,0.009785611353911,0.0124467,0.0195632,1,0.0113,BD
GCF_016774435.1,SAMN17349264,Yes,NCBI,NA,NA,5,5,5,4,4,6109711,6109711,6109711,6109711,6099505,6099505,5,5405804,5405804,5405804,1,1,0,5338 + 0 part,4846 + 0 part,767 + 0 part,74 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5405804,5405804,6109711,no,-,ST11,4,2,11,15,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,-,0,rmpA2_8*,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,aac(6')-Ib-cr.v2;aadA16*;aadA2;aph3-Ia.v1^;rmtB,-,-,-,-,mphA,floR.v1*,arr-3,sul1;sul1,tet(D),-,dfrA27,TEM-1D.v1^,-,CTX-M-27,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,DHA-1?-90%,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-,rmpA_51*-40%,56.54,5,5239,6109711,NA,0.00108342,0.00659353,0.0119383,0.0103728459242102,0.0129198,0.0206797,1,0.0119,BD
GCF_016774455.1,SAMN17349266,Yes,NCBI,NA,NA,5,5,5,4,4,6090617,6090617,6090617,6090617,6080411,6080411,5,5406439,5406439,5406439,1,1,0,5303 + 0 part,4825 + 0 part,763 + 0 part,71 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5406439,5406439,6090617,no,-,ST11,4,2,4,4,ybt 9; ICEKp3,503,-,0,"iuc 1,iuc 1","1-1LV,1-1LV",iro 1,2,rmp 1; KpVP-1 (incomplete),26-1LV,"rmpA2_5-54%,rmpA2_5-54%",wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,aadA2;rmtB,-,-,-,-,-,-,-,-,-,-,-,TEM-1D.v1^,-,-,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,aph(7'')-Ia*?-0%,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,1","27,27","1,1","1,1","1,1",1,4,1,1,-,2,2,-,56.51,5,5181,6090617,NA,0.00108342,0.00698112,0.0118471,0.0104098811778554,0.012872,0.0209501,1,0.0118,BD
GCF_016804025.1,SAMN14752225,Yes,NCBI,NA,NA,5,5,4,3,3,5752069,5752069,5752069,5746473,5736413,5736413,5,5345798,5345798,5345798,1,1,0,5053 + 0 part,4589 + 0 part,720 + 0 part,72 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5345798,5345798,5752069,no,-,ST11,1,2,11,14,ybt 9; ICEKp3,503-1LV,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.41%,,OL101,OL101,-,High,94.97%,OL101_09_glycosylhydrolase,aac(3)-IId^;aph3-Ia.v1^;rmtB,-,fosA3,qnrS1,-,mphA,catII.2*,-,sul1,tet(A).v1,-,dfrA1.v1,LAP-2;TEM-1D.v1^,-,CTX-M-65,-,KPC-2,SHV-11.v1^,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,97,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.17,5,5003,5752069,NA,0.000557238,0.00537869,0.0106545,0.00918933439201094,0.0118017,0.0188053,1,0.0107,BD
